tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184
Census Tract 312.01,6075031201,"http://en.wikipedia.org/wiki/Ingleside_Terraces,_San_Francisco,_California",3149.0,86597.0,25929.0,267.0,29203.0,2597.0,30.1,796.0,512.0,809.0,192.0,0.0,177.0,273.0,42.0,374.0,104.0,128.0,217.0,203.0,711.0,124.0,123.0,192.0,1844.0,714.0,110.0,65732.0,81259.0,74630.0,49.0,64.6,15.3,6.7,2597.0,29.8,19.2,30.3,7.2,13.5,0.0,6.6,10.2,1.6,14.0,3.9,4.8,8.1,7.6,26.6,4.6,4.6,7.2,69.1,26.8,4.1,3.3,0.0,8.4,12.0,20.4,11.4,11.4,21.0,8.7,3.5,6167.0,38.9,3058.0,37.0,3109.0,40.5,1206.0,1861.0,1740.0,121.0,1740.0,975.0,765.0,49.6,50.4,69.3,93.5,6.5,100.0,56.0,44.0
Census Tract 257.02,6075025702,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Silver_Terrace,1757.0,73276.0,22748.0,268.0,25828.0,1562.0,28.6,480.0,321.0,407.0,154.0,0.0,148.0,104.0,78.0,150.0,72.0,33.0,86.0,206.0,238.0,181.0,203.0,111.0,1223.0,222.0,165.0,60500.0,67587.0,70642.0,53.0,57.5,6.9,6.3,1562.0,29.8,19.9,25.3,9.6,15.4,0.0,9.2,6.5,4.8,9.3,4.5,2.0,5.3,12.8,14.8,11.2,12.6,6.9,76.0,13.8,10.2,4.6,5.9,7.8,15.0,11.4,23.1,14.6,10.9,3.4,3.4,4665.0,40.7,2298.0,39.0,2367.0,42.7,981.0,1291.0,1229.0,62.0,1229.0,641.0,588.0,49.3,50.7,79.8,95.2,4.8,100.0,52.2,47.8
Census Tract 257.01,6075025701,http://www.sfgate.com/neighborhoods/sf/bernalheights/,2558.0,91787.0,27646.0,269.0,35506.0,2172.0,26.1,681.0,400.0,708.0,433.0,0.0,392.0,31.0,87.0,497.0,152.0,62.0,170.0,176.0,432.0,303.0,0.0,20.0,1754.0,392.0,176.0,79083.0,88568.0,83258.0,19.0,71.0,9.2,7.7,2172.0,29.3,17.2,30.5,18.6,4.3,0.0,16.9,1.3,3.7,21.4,6.5,2.7,7.3,7.6,18.6,13.0,0.0,0.9,75.5,16.9,7.6,3.9,4.1,4.6,9.2,6.1,18.0,18.1,24.0,5.0,6.9,4788.0,40.7,2364.0,38.3,2424.0,43.1,1009.0,1404.0,1331.0,73.0,1331.0,867.0,464.0,49.4,50.6,75.8,94.8,5.2,100.0,65.1,34.9
Census Tract 227.04,6075022704,http://www.sfgate.com/neighborhoods/sf/potrerohill/,2334.0,203611.0,81480.0,880.0,76949.0,2190.0,27.2,1472.0,111.0,497.0,85.0,0.0,220.0,206.0,91.0,320.0,112.0,176.0,98.0,435.0,308.0,151.0,77.0,23.0,1783.0,176.0,258.0,135505.0,163455.0,154404.0,0.0,81.8,5.0,0.0,2190.0,66.4,5.0,22.4,3.8,2.3,0.0,9.9,9.3,4.1,14.4,5.1,7.9,4.4,19.6,13.9,6.8,3.5,1.0,80.4,7.9,11.6,0.5,3.0,4.5,5.4,3.6,6.1,13.1,18.3,20.2,25.3,3122.0,39.2,1673.0,39.8,1449.0,38.3,649.0,1717.0,1611.0,106.0,1611.0,866.0,745.0,53.6,46.4,40.3,93.8,6.2,100.0,53.8,46.2
Census Tract 204.02,6075020402,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Laguna_Honda,2832.0,172369.0,71365.0,1861.0,67266.0,2493.0,30.2,1787.0,147.0,578.0,51.0,0.0,11.0,94.0,73.0,106.0,87.0,127.0,312.0,816.0,666.0,124.0,149.0,35.0,2090.0,224.0,286.0,82066.0,115331.0,118454.0,15.0,75.6,8.2,6.6,2493.0,68.7,5.7,22.2,2.0,1.4,0.0,0.4,3.6,2.8,4.1,3.3,4.9,12.0,31.4,25.6,4.8,5.7,1.3,80.4,8.6,11.0,3.5,1.7,3.9,5.4,14.4,12.8,20.2,15.3,10.8,12.1,3997.0,42.6,2500.0,43.7,1497.0,40.1,545.0,2601.0,2409.0,192.0,2409.0,696.0,1713.0,62.5,37.5,22.6,92.6,7.4,100.0,28.9,71.1
Census Tract 204.01,6075020401,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Buena_Vista,2118.0,200592.0,77058.0,1285.0,78889.0,1994.0,35.2,1450.0,150.0,329.0,46.0,0.0,51.0,76.0,27.0,251.0,57.0,62.0,209.0,541.0,423.0,194.0,44.0,86.0,1434.0,311.0,276.0,105263.0,130764.0,126839.0,0.0,85.9,4.6,0.0,1994.0,71.7,7.4,16.3,2.3,2.3,0.0,2.5,3.8,1.3,12.4,2.8,3.1,10.3,26.8,20.9,9.6,2.2,4.3,71.0,15.4,13.7,4.1,1.8,0.0,7.7,11.7,9.6,7.8,28.5,13.5,15.3,2846.0,42.8,1801.0,44.2,1045.0,39.1,356.0,1745.0,1591.0,154.0,1591.0,731.0,860.0,63.3,36.7,22.4,91.2,8.8,100.0,45.9,54.1
Census Tract 178.02,6075017802,http://www.sfgate.com/neighborhoods/sf/soma/,2057.0,81000.0,46335.0,1083.0,50757.0,1906.0,30.8,1091.0,275.0,497.0,55.0,0.0,18.0,126.0,65.0,238.0,10.0,97.0,96.0,639.0,335.0,245.0,51.0,23.0,1705.0,124.0,114.0,89091.0,112313.0,122694.0,114.0,58.8,5.5,21.0,1906.0,56.2,14.2,25.6,2.8,1.3,0.0,0.9,6.5,3.3,12.2,0.5,5.0,4.9,32.9,17.2,12.6,2.6,1.2,87.8,6.4,5.9,7.8,6.8,7.4,3.2,11.5,10.5,7.0,24.7,8.2,12.9,4516.0,38.0,2879.0,38.9,1637.0,35.8,524.0,2425.0,2214.0,211.0,2214.0,567.0,1647.0,63.8,36.2,23.7,91.3,8.7,100.0,25.6,74.4
Census Tract 178.01,6075017801,http://www.sfgate.com/neighborhoods/sf/soma/,1210.0,109335.0,51451.0,1372.0,79958.0,1176.0,27.8,764.0,180.0,183.0,0.0,9.0,26.0,153.0,0.0,77.0,16.0,92.0,92.0,271.0,190.0,158.0,22.0,70.0,954.0,156.0,66.0,18388.0,72357.0,155687.0,65.0,42.0,2.8,2.4,1176.0,65.0,15.3,15.6,0.0,4.2,0.8,2.2,13.0,0.0,6.5,1.4,7.8,7.8,23.0,16.2,13.4,1.9,6.0,81.1,13.3,5.6,12.3,28.4,21.0,1.8,4.2,4.6,1.4,9.2,5.6,11.4,3499.0,70.4,1472.0,59.2,2027.0,73.1,635.0,2479.0,2198.0,281.0,2198.0,363.0,1835.0,42.1,57.9,28.9,88.7,11.3,100.0,16.5,83.5
Census Tract 171.02,6075017102,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Parnassus,2990.0,186692.0,63215.0,1159.0,48474.0,2856.0,30.3,2030.0,139.0,614.0,96.0,0.0,87.0,42.0,48.0,243.0,7.0,320.0,266.0,770.0,798.0,181.0,57.0,60.0,1981.0,340.0,558.0,105684.0,139359.0,131151.0,28.0,81.9,3.7,1.7,2856.0,70.5,4.8,21.3,3.3,0.0,0.0,3.0,1.5,1.7,8.4,0.2,11.1,9.2,26.7,27.7,6.3,2.0,2.1,68.8,11.8,19.4,5.9,0.0,2.3,1.8,6.0,15.1,15.1,20.6,12.7,20.4,3451.0,35.4,1671.0,36.3,1780.0,34.5,617.0,1805.0,1687.0,118.0,1687.0,592.0,1095.0,48.4,51.6,36.6,93.5,6.5,100.0,35.1,64.9
Census Tract 171.01,6075017101,http://www.sfgate.com/neighborhoods/sf/colevalley/,2376.0,230171.0,76720.0,1127.0,70702.0,2207.0,31.7,1818.0,96.0,307.0,0.0,0.0,0.0,320.0,0.0,122.0,12.0,152.0,187.0,680.0,587.0,145.0,33.0,0.0,1849.0,160.0,229.0,107308.0,150953.0,155103.0,24.0,78.5,5.8,0.0,2207.0,81.2,4.3,13.7,0.0,0.8,0.0,0.0,14.3,0.0,5.5,0.5,6.8,8.4,30.4,26.2,6.5,1.5,0.0,82.6,7.1,10.2,6.4,0.0,8.1,5.2,2.8,9.8,13.2,19.2,11.8,23.6,3544.0,37.6,1769.0,38.8,1775.0,36.8,666.0,1898.0,1728.0,170.0,1728.0,710.0,1018.0,49.9,50.1,38.5,91.0,9.0,100.0,41.1,58.9
Census Tract 168.02,6075016802,,2241.0,111798.0,54127.0,1192.0,47406.0,2183.0,31.9,1237.0,496.0,319.0,33.0,0.0,50.0,152.0,0.0,125.0,17.0,141.0,176.0,404.0,492.0,457.0,18.0,151.0,1605.0,304.0,274.0,52019.0,100286.0,108056.0,56.0,72.3,2.6,10.7,2183.0,56.7,22.7,14.6,1.5,4.5,0.0,2.3,7.0,0.0,5.7,0.8,6.5,8.1,18.5,22.5,20.9,0.8,6.9,73.5,13.9,12.6,5.1,6.8,17.7,5.4,11.7,16.0,3.3,14.0,7.6,12.3,3264.0,35.5,1882.0,38.4,1382.0,32.6,361.0,1900.0,1804.0,96.0,1804.0,314.0,1490.0,57.7,42.3,20.0,94.9,5.1,100.0,17.4,82.6
Census Tract 168.01,6075016801,,2368.0,133534.0,57841.0,1328.0,48406.0,2229.0,27.5,1522.0,291.0,377.0,70.0,0.0,211.0,161.0,57.0,204.0,0.0,144.0,174.0,533.0,472.0,182.0,126.0,43.0,1969.0,209.0,129.0,72724.0,106307.0,102840.0,19.0,81.2,2.6,3.3,2229.0,66.0,12.6,16.3,3.0,2.0,0.0,9.1,7.0,2.5,8.8,0.0,6.2,7.5,23.1,20.5,7.9,5.5,1.9,85.3,9.1,5.6,2.9,2.6,7.9,12.2,13.8,12.8,13.3,10.7,9.1,14.7,3218.0,35.0,1865.0,36.8,1353.0,32.8,369.0,1734.0,1634.0,100.0,1634.0,329.0,1305.0,58.0,42.0,22.6,94.2,5.8,100.0,20.1,79.9
Census Tract 158.02,6075015802,http://en.wikipedia.org/wiki/Panhandle_(San_Francisco),1903.0,100443.0,43961.0,1010.0,51618.0,1737.0,25.6,1029.0,230.0,392.0,0.0,0.0,19.0,166.0,15.0,180.0,83.0,101.0,246.0,280.0,401.0,166.0,32.0,119.0,1422.0,295.0,91.0,65417.0,81342.0,84318.0,97.0,75.7,5.0,12.3,1737.0,56.9,12.7,21.7,0.0,8.7,0.0,1.1,9.2,0.8,10.0,4.6,5.6,13.6,15.5,22.2,9.2,1.8,6.6,78.7,16.3,5.0,7.1,4.8,7.3,10.7,9.1,13.6,19.9,13.1,7.9,6.3,2965.0,34.3,1536.0,35.1,1429.0,33.4,351.0,1581.0,1491.0,90.0,1491.0,267.0,1224.0,51.8,48.2,23.5,94.3,5.7,100.0,17.9,82.1
Census Tract 158.01,6075015801,"http://en.wikipedia.org/wiki/Anza_Vista,_San_Francisco",2226.0,84261.0,43838.0,1043.0,42216.0,2007.0,32.0,885.0,308.0,635.0,121.0,0.0,125.0,76.0,72.0,117.0,59.0,86.0,205.0,662.0,372.0,118.0,87.0,68.0,1609.0,228.0,210.0,46083.0,81431.0,91481.0,88.0,75.1,8.0,15.8,2007.0,43.2,15.0,31.0,5.9,4.8,0.0,6.1,3.7,3.5,5.7,2.9,4.2,10.0,32.3,18.2,5.8,4.3,3.3,78.6,11.1,10.3,15.3,5.9,5.0,7.8,19.0,11.5,4.8,10.9,12.5,7.4,3594.0,36.9,1756.0,36.4,1838.0,37.3,687.0,1764.0,1635.0,129.0,1635.0,428.0,1207.0,48.9,51.1,42.0,92.7,7.3,100.0,26.2,73.8
Census Tract 131.02,6075013102,http://www.sfgate.com/neighborhoods/sf/pacificheights/,1982.0,246414.0,94329.0,1137.0,81885.0,1876.0,27.4,1363.0,78.0,443.0,0.0,0.0,0.0,109.0,49.0,197.0,16.0,60.0,492.0,636.0,199.0,90.0,16.0,36.0,1593.0,109.0,198.0,103614.0,165563.0,158829.0,0.0,70.9,4.1,6.8,1876.0,71.7,4.1,23.3,0.0,0.8,0.0,0.0,5.7,2.6,10.4,0.8,3.2,25.9,33.5,10.5,4.7,0.8,1.9,83.8,5.7,10.4,4.8,1.8,4.6,2.5,2.1,12.9,18.0,18.7,9.3,25.2,2625.0,38.7,1166.0,40.3,1459.0,37.1,475.0,1752.0,1582.0,170.0,1582.0,365.0,1217.0,44.4,55.6,30.0,90.3,9.7,100.0,23.1,76.9
Census Tract 131.01,6075013101,http://www.sfgate.com/neighborhoods/sf/pacificheights/,2889.0,254774.0,98329.0,1856.0,81335.0,2832.0,28.8,1802.0,97.0,888.0,27.0,0.0,26.0,135.0,147.0,257.0,51.0,90.0,774.0,818.0,269.0,134.0,113.0,44.0,2538.0,173.0,147.0,112143.0,143032.0,150319.0,0.0,83.4,1.1,0.0,2832.0,63.1,3.4,31.1,0.9,1.5,0.0,0.9,4.7,5.1,9.0,1.8,3.1,27.1,28.6,9.4,4.7,4.0,1.5,88.8,6.1,5.1,3.8,0.6,4.5,1.8,9.4,15.3,8.7,19.3,16.3,20.4,3811.0,34.9,1722.0,35.5,2089.0,34.5,576.0,2639.0,2389.0,250.0,2389.0,457.0,1932.0,45.2,54.8,24.1,90.5,9.5,100.0,19.1,80.9
Census Tract 129.02,6075012902,,2794.0,206704.0,88042.0,1563.0,71676.0,2634.0,31.8,1701.0,57.0,818.0,58.0,0.0,156.0,91.0,125.0,234.0,109.0,202.0,431.0,617.0,340.0,160.0,128.0,41.0,2357.0,150.0,127.0,101701.0,139999.0,141936.0,0.0,84.0,5.7,0.0,2634.0,64.6,2.2,31.1,2.2,0.0,0.0,5.9,3.5,4.7,8.9,4.1,7.7,16.4,23.4,12.9,6.1,4.9,1.6,89.5,5.7,4.8,1.6,4.5,7.4,2.9,4.6,10.0,14.3,23.9,14.4,16.4,3376.0,32.8,1534.0,33.1,1842.0,32.4,482.0,2215.0,2023.0,192.0,2023.0,365.0,1658.0,45.4,54.6,23.8,91.3,8.7,100.0,18.0,82.0
Census Tract 129.01,6075012901,,2044.0,123876.0,70766.0,1137.0,61000.0,1909.0,28.2,1224.0,19.0,625.0,41.0,0.0,60.0,66.0,101.0,278.0,15.0,185.0,266.0,499.0,207.0,166.0,80.0,15.0,1791.0,114.0,33.0,84949.0,117274.0,118987.0,0.0,84.7,4.6,0.0,1909.0,63.2,1.0,32.2,2.1,1.5,0.0,3.1,3.4,5.2,14.3,0.8,9.5,13.7,25.7,10.7,8.6,4.1,0.8,92.4,5.9,1.7,3.4,1.0,1.4,3.0,6.6,23.7,18.6,20.5,10.8,11.0,2557.0,32.9,1134.0,33.2,1423.0,32.7,358.0,1696.0,1562.0,134.0,1562.0,299.0,1263.0,44.3,55.7,22.9,92.1,7.9,100.0,19.1,80.9
Census Tract 126.02,6075012602,http://www.sfgate.com/neighborhoods/sf/marina/,1853.0,263836.0,108011.0,1142.0,90643.0,1811.0,29.5,1261.0,29.0,470.0,38.0,0.0,104.0,167.0,59.0,70.0,40.0,118.0,353.0,493.0,208.0,142.0,40.0,29.0,1547.0,161.0,115.0,126086.0,182222.0,189847.0,0.0,75.6,1.6,2.9,1811.0,69.2,1.6,25.8,2.1,1.4,0.0,5.7,9.2,3.2,3.8,2.2,6.5,19.4,27.0,11.4,7.8,2.2,1.6,84.9,8.8,6.3,3.2,2.4,1.7,0.8,9.3,9.2,11.1,22.1,17.1,23.0,2909.0,35.8,1464.0,35.9,1445.0,35.7,472.0,1924.0,1724.0,200.0,1724.0,416.0,1308.0,50.3,49.7,27.4,89.6,10.4,100.0,24.1,75.9
Census Tract 126.01,6075012601,http://www.sfgate.com/neighborhoods/sf/marina/,1747.0,181849.0,81826.0,969.0,80705.0,1627.0,30.9,1363.0,42.0,222.0,0.0,0.0,43.0,246.0,32.0,149.0,0.0,53.0,133.0,639.0,239.0,35.0,58.0,0.0,1494.0,80.0,53.0,106014.0,131367.0,134927.0,18.0,79.4,6.9,0.0,1627.0,83.8,2.6,13.6,0.0,0.0,0.0,2.6,15.1,2.0,9.2,0.0,3.3,8.2,39.3,14.7,2.2,3.6,0.0,91.8,4.9,3.3,3.7,1.0,2.0,5.9,3.7,18.4,13.1,15.9,16.3,20.1,2329.0,33.8,1042.0,34.4,1287.0,33.3,353.0,1640.0,1496.0,144.0,1496.0,285.0,1211.0,44.7,55.3,23.6,91.2,8.8,100.0,19.1,80.9
Census Tract 125.01,6075012501,http://www.sfgate.com/neighborhoods/sf/soma/,1248.0,35943.0,13438.0,1586.0,21397.0,895.0,26.7,193.0,368.0,253.0,62.0,0.0,42.0,0.0,0.0,194.0,32.0,25.0,23.0,47.0,166.0,272.0,90.0,4.0,811.0,50.0,17.0,11513.0,19146.0,26965.0,263.0,40.9,28.3,19.4,895.0,21.6,41.1,28.3,6.9,2.1,0.0,4.7,0.0,0.0,21.7,3.6,2.8,2.6,5.3,18.5,30.4,10.1,0.4,90.6,5.6,1.9,31.2,32.8,11.4,8.7,4.9,8.1,1.5,1.3,0.0,0.0,5335.0,46.6,3499.0,48.4,1836.0,40.1,538.0,2518.0,2205.0,313.0,2205.0,55.0,2150.0,65.6,34.4,24.4,87.6,12.4,100.0,2.5,97.5
Census Tract 124.02,6075012402,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Cathedral_Hill,1439.0,44595.0,23441.0,1570.0,24228.0,1219.0,28.7,489.0,489.0,182.0,72.0,16.0,79.0,75.0,6.0,59.0,10.0,27.0,135.0,166.0,232.0,294.0,153.0,36.0,1056.0,199.0,33.0,18908.0,34463.0,45318.0,150.0,51.9,10.5,20.5,1219.0,38.0,38.0,14.1,5.6,4.3,1.2,6.1,5.8,0.5,4.6,0.8,2.1,10.5,12.9,18.0,22.8,11.9,2.8,82.0,15.5,2.6,26.5,19.0,11.1,10.1,10.5,13.1,5.7,1.6,0.3,2.1,3974.0,36.8,2410.0,38.9,1564.0,34.0,493.0,2517.0,2254.0,263.0,2254.0,94.0,2160.0,60.6,39.4,21.9,89.6,10.4,100.0,4.2,95.8
Census Tract 124.01,6075012401,"http://en.wikipedia.org/wiki/Civic_Center,_San_Francisco,_California",2462.0,34894.0,16888.0,1747.0,22245.0,2376.0,25.2,281.0,1420.0,395.0,77.0,0.0,114.0,73.0,0.0,217.0,110.0,24.0,144.0,207.0,235.0,1142.0,57.0,53.0,2137.0,116.0,93.0,21061.0,28966.0,36303.0,117.0,62.3,3.5,18.8,2376.0,11.8,59.8,16.6,3.2,8.5,0.0,4.8,3.1,0.0,9.1,4.6,1.0,6.1,8.7,9.9,48.1,2.4,2.2,89.9,4.9,3.9,14.0,17.9,28.4,10.1,11.8,11.3,5.0,1.5,0.0,0.0,5075.0,37.5,3274.0,37.2,1801.0,38.0,752.0,2934.0,2698.0,236.0,2698.0,13.0,2685.0,64.5,35.5,27.9,92.0,8.0,100.0,0.5,99.5
Census Tract 122.02,6075012202,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Cathedral_Hill,1367.0,39362.0,27278.0,1247.0,24609.0,1208.0,28.8,444.0,380.0,376.0,25.0,0.0,13.0,79.0,0.0,183.0,0.0,0.0,129.0,87.0,175.0,446.0,117.0,48.0,1120.0,71.0,86.0,23716.0,39080.0,46915.0,109.0,63.7,6.6,20.7,1208.0,34.8,29.8,29.4,2.0,4.1,0.0,1.0,6.2,0.0,14.3,0.0,0.0,10.1,6.8,13.7,34.9,9.2,3.8,87.7,5.6,6.7,16.8,19.3,15.2,6.8,11.4,17.6,3.9,6.2,0.9,1.8,2986.0,39.9,1827.0,40.6,1159.0,38.9,302.0,1633.0,1514.0,119.0,1514.0,39.0,1475.0,61.2,38.8,19.9,92.7,7.3,100.0,2.6,97.4
Census Tract 122.01,6075012201,http://www.sfgate.com/neighborhoods/sf/tenderloin/,2700.0,44690.0,30540.0,1855.0,28440.0,2298.0,26.5,996.0,885.0,391.0,15.0,0.0,54.0,165.0,52.0,154.0,65.0,73.0,196.0,390.0,422.0,564.0,238.0,60.0,2117.0,208.0,108.0,31265.0,51460.0,57516.0,167.0,71.2,9.9,27.8,2298.0,40.9,36.4,16.1,0.6,6.0,0.0,2.2,6.8,2.1,6.3,2.7,3.0,8.1,16.0,17.3,23.2,9.8,2.5,87.0,8.5,4.4,10.7,11.7,13.4,19.4,13.0,12.3,8.0,7.9,0.9,2.8,4567.0,35.6,2717.0,37.4,1850.0,33.1,599.0,2906.0,2667.0,239.0,2667.0,152.0,2515.0,59.5,40.5,22.5,91.8,8.2,100.0,5.7,94.3
Census Tract 119.02,6075011902,http://www.sfgate.com/neighborhoods/sf/nobhill/,1844.0,67072.0,57674.0,1231.0,43155.0,1811.0,22.7,834.0,429.0,473.0,71.0,0.0,54.0,128.0,0.0,188.0,63.0,73.0,175.0,219.0,300.0,519.0,46.0,60.0,1535.0,186.0,104.0,51029.0,89451.0,63358.0,0.0,75.2,1.0,3.8,1811.0,45.7,23.5,25.9,3.9,1.0,0.0,3.0,7.0,0.0,10.3,3.5,4.0,9.6,12.0,16.4,28.4,2.5,3.3,84.1,10.2,5.7,6.0,3.3,11.5,10.8,17.2,19.4,12.6,12.1,3.9,3.3,2598.0,33.8,1301.0,35.4,1297.0,32.4,333.0,1981.0,1700.0,281.0,1700.0,73.0,1627.0,50.1,49.9,19.6,85.8,14.2,100.0,4.3,95.7
Census Tract 119.01,6075011901,http://www.sfgate.com/neighborhoods/sf/nobhill/,1435.0,104651.0,48301.0,1175.0,45172.0,1321.0,22.0,654.0,215.0,388.0,14.0,0.0,0.0,73.0,18.0,168.0,29.0,93.0,248.0,170.0,180.0,226.0,44.0,72.0,990.0,196.0,135.0,50769.0,67451.0,69361.0,34.0,74.0,7.9,7.0,1321.0,49.5,16.3,29.4,1.1,3.8,0.0,0.0,5.5,1.4,12.7,2.2,7.0,18.8,12.9,13.6,17.1,3.3,5.5,74.9,14.8,10.2,7.7,4.4,19.8,8.0,8.2,15.2,16.0,9.2,7.3,4.3,2408.0,37.0,1276.0,35.2,1132.0,39.8,282.0,1711.0,1395.0,316.0,1395.0,367.0,1028.0,53.0,47.0,20.2,81.5,18.5,100.0,26.3,73.7
Census Tract 231.03,6075023103,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Bayview,1302.0,26534.0,9488.0,337.0,17637.0,817.0,32.2,160.0,254.0,357.0,10.0,0.0,0.0,17.0,6.0,66.0,75.0,56.0,76.0,150.0,280.0,70.0,31.0,37.0,659.0,191.0,14.0,20018.0,28348.0,28947.0,385.0,57.1,33.6,51.4,817.0,18.5,29.4,41.3,1.2,9.6,0.0,0.0,2.0,0.7,7.6,8.7,6.5,8.8,17.4,32.4,8.1,3.6,4.3,76.3,22.1,1.6,18.0,18.5,27.1,13.1,10.3,5.8,3.3,2.3,1.6,0.0,3725.0,24.2,1619.0,20.1,2106.0,27.2,903.0,1301.0,1202.0,99.0,1202.0,120.0,1082.0,43.5,56.5,75.1,92.4,7.6,100.0,10.0,90.0
Census Tract 230.03,6075023003,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Silver_Terrace,2047.0,93519.0,30163.0,224.0,35991.0,1767.0,27.5,491.0,487.0,376.0,186.0,0.0,106.0,162.0,21.0,147.0,200.0,88.0,65.0,208.0,371.0,242.0,126.0,100.0,1307.0,421.0,108.0,76406.0,89674.0,84959.0,53.0,67.0,10.3,8.6,1767.0,26.7,26.5,20.5,10.1,16.1,0.0,5.8,8.8,1.1,8.0,10.9,4.8,3.5,11.3,20.2,13.2,6.9,5.4,71.2,22.9,5.9,5.6,7.3,4.8,9.4,7.4,14.3,17.1,18.0,10.2,5.8,4093.0,38.9,2048.0,38.6,2045.0,39.1,865.0,1213.0,1154.0,59.0,1154.0,786.0,368.0,50.0,50.0,75.0,95.1,4.9,100.0,68.1,31.9
